Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
DOC_Conc_Dsch	317	Dissolved Organic Carbon in discharge	Dissolved Organic Carbon	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
DOC_Conc_Cons	318	Conservative Organic Carbon in discharge	Dissolved Organic Carbon	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['mg/L','mg/L','mg/L']	['g/L','g/L','g/L']	[1000,1000,1000]	5:0	noScale:noOffsite	%.3f
discharge_ggs	319	Glacial Seasonal Melt Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_ggl	320	Glacial Loss Melt Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
discharge_ggr	321	Glacial Rain Runoff Fraction in Discharge (pg)	Fraction	['DarkRed(0:1)', 'DarkRed(0:1)', 'DarkRed(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.4f
glCount	322	Glacier count	Count	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['unitless','unitless','unitless']	['unitless','unitless','unitless']	['', '', '']	5:0	noScale:noOffsite	%d
glVolume	323	Glacier Ice Water Storage	Storage	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['mm','mm','mm']	['mm','mm','mm']	['', '', '']	5:0	noScale:noOffsite	%.3f
glArea	324	Glacier Area Fraction	Area	['Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log','Rainbow(0.1:1000)Log']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0	noScale:noOffsite	%.4f
glSnow	325	Glacier Snow precipitation	Snow	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glPrecip	326	Glacier Precipitation	Precipitation	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glRefreezing	327	Glacier Refreezing	Refreezing	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/month', 'm3/month', 'm3/month']	[3.858e-07, 3.858e-07, 3.858e-07]	5:0	log:zero	%.2f
glMelt	328	Glacier melt runoff in m3/sec	Discharge	['DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log','DarkBlue(1:1e6)Log']	['m3/sec', 'm3/sec', 'm3/sec']	['m3/sec', 'm3/sec', 'm3/sec']	['', '', '']	5:0	log:zero	%.2f
lawnIrrHWC	329	Lawn Irrigation from Home Water Capture (HWC)	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
lawnIrrAlt	330	Lawn Irrigation from non-HWC Sources	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
lawnIrrTotal	331	Lawn Irrigation Total	Lawn Irrigation	['DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log','DarkBlue(100:1e6)Log']	['m3/day', 'm3/month', 'm3/year']	['m3/day', 'm3/day', 'm3/day']	['', 30, 365]	5:0	log:zero	%.0f
hwcResRefill	332	Home Water Capture (HWC) Refill	HWC Refill	['Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log']	['m3/day', 'm3/day', 'm3/day']	['m3/day', 'm3/day', 'm3/day']	['', '', '']	5:0	log:zero	%.0f
hwcResRefillFr	333	Home Water Capture (HWC) Refill Fraction	HWC Refill Fraction	['DarkBlue(0:1)', 'DarkBlue(0:1)', 'DarkBlue(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.3f
hwcStorage	334	Home Water Capture (HWC) Storage	HWC Storage	['Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log', 'Rainbow(100:1e5)Log']	['m3/day', 'm3/day', 'm3/day']	['m3/day', 'm3/day', 'm3/day']	['', '', '']	5:0	log:zero	%.0f
hwcStorageFr	335	Home Water Capture (HWC) Storage Fraction	HWC Storage Fraction	['DarkBlue(0:1)', 'DarkBlue(0:1)', 'DarkBlue(0:1)']	['fraction', 'fraction', 'fraction']	['fraction', 'fraction', 'fraction']	['', '', '']	5:0		%.3f
grndWater_twt	336	Ground Water temperature	Temperature	['RainbowBR(0:30)', 'RainbowBR(0:30)', 'RainbowBR(0:30)']	['C', 'C', 'C']	['C', 'C', 'C']	['', '', '']	5:0		%.1f
irrEqpArea	337	irrEqpArea	Irr Eqipped Area	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['km2', 'km2', 'km2']	['km2', 'km2', 'km2']	['', '', '']	5:0		%.3f
Wheat_1_irrigation	338	Wheat_1_irrigation	Wheat_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_2_irrigation	339	Wheat_2_irrigation	Wheat_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_1_irrigation	340	Maize_1_irrigation	Maize_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_2_irrigation	341	Maize_2_irrigation	Maize_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_1_irrigation	342	Rice_1_irrigation	Rice_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_2_irrigation	343	Rice_2_irrigation	Rice_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_3_irrigation	344	Rice_3_irrigation	Rice_3_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_1_irrigation	345	Barley_1_irrigation	Barley_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rye_1_irrigation	346	Rye_1_irrigation	Rye_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rye_2_irrigation	347	Rye_2_irrigation	Rye_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_1_irrigation	348	Millet_1_irrigation	Millet_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_1_irrigation	349	Sorghum_1_irrigation	Sorghum_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_2_irrigation	350	Sorghum_2_irrigation	Sorghum_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybeans_1_irrigation	351	Soybeans_1_irrigation	Soybeans_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_1_irrigation	352	Sunflower_1_irrigation	Sunflower_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Potatoes_1_irrigation	353	Potatoes_1_irrigation	Potatoes_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_1_irrigation	354	Cassava_1_irrigation	Cassava_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_1_irrigation	355	Sugarcane_1_irrigation	Sugarcane_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_1_irrigation	356	Sugarbeet_1_irrigation	Sugarbeet_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalm_1_irrigation	357	Oilpalm_1_irrigation	Oilpalm_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Canola_1_irrigation	358	Canola_1_irrigation	Canola_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnuts_1_irrigation	359	Groundnuts_1_irrigation	Groundnuts_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_1_irrigation	360	Pulses_1_irrigation	Pulses_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Citrus_1_irrigation	361	Citrus_1_irrigation	Citrus_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Datepalm_1_irrigation	362	Datepalm_1_irrigation	Datepalm_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vine_1_irrigation	363	Vine_1_irrigation	Vine_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_1_irrigation	364	Cotton_1_irrigation	Cotton_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cocoa_1_irrigation	365	Cocoa_1_irrigation	Cocoa_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Coffee_1_irrigation	366	Coffee_1_irrigation	Coffee_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_perennial_1_irrigation	367	Others_perennial_1_irrigation	Others_perennial_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Fodder_grasses_1_irrigation	368	Fodder_grasses_1_irrigation	Fodder_grasses_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_1_irrigation	369	Others_annual_1_irrigation	Others_annual_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_2_irrigation	370	Others_annual_2_irrigation	Others_annual_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_3_irrigation	371	Others_annual_3_irrigation	Others_annual_3_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_4_irrigation	372	Others_annual_4_irrigation	Others_annual_4_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_5_irrigation	373	Others_annual_5_irrigation	Others_annual_5_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_netIrrigation	374	 Pasture Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_netIrrigation	375	 Banana Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_netIrrigation	376	 Barley Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_netIrrigation	377	 Cassava Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_netIrrigation	378	 Cotton Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_netIrrigation	379	 Crops NES Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_netIrrigation	380	 Fodder Crops Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_netIrrigation	381	 Groundnut Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_netIrrigation	382	 Maize Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_netIrrigation	383	 Millet Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_netIrrigation	384	 Oil Palm Fruit Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_netIrrigation	385	 Olives Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_netIrrigation	386	 Other Cereals Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_netIrrigation	387	 Potato and Sweet Potato Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_netIrrigation	388	 Pulses Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rapeseed_netIrrigation	389	 Rapeseed Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_netIrrigation	390	 Rice Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_netIrrigation	391	 Sorghum Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybean_netIrrigation	392	 Soybean Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Stimulants_netIrrigation	393	 Stimulants Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_netIrrigation	394	 Sugar Beet Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_netIrrigation	395	 Sugarcane Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_netIrrigation	396	 Sunflower Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Tobacco_netIrrigation	397	 Tobacco Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vegetables_netIrrigation	398	 Vegetables Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_netIrrigation	399	 Wheat Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Yamsandotherroots_netIrrigation	400	 Yams and Other Roots Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_BW_ET	401	Irrigated Pasture Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_BW_ET	402	Irrigated Banana Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_BW_ET	403	Irrigated Barley Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_BW_ET	404	Irrigated Cassava Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_BW_ET	405	Irrigated Cotton Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_BW_ET	406	Irrigated Crops NES Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_BW_ET	407	Irrigated Fodder Crops Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_BW_ET	408	Irrigated Groundnut Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_BW_ET	409	Irrigated Maize Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_BW_ET	410	Irrigated Millet Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_BW_ET	411	Irrigated Oil Palm Fruit Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_BW_ET	412	Irrigated Olives Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_BW_ET	413	Irrigated Other Cereals Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_BW_ET	414	Irrigated Potato and Sweet Potato Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
