Var	Rank	Full_name	Par_name	Legend	Units	Org_units	Scale	Shading	Processing	Round
Sunflower_1_irrigation	341	Sunflower_1_irrigation	Sunflower_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Potatoes_1_irrigation	342	Potatoes_1_irrigation	Potatoes_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_1_irrigation	343	Cassava_1_irrigation	Cassava_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_1_irrigation	344	Sugarcane_1_irrigation	Sugarcane_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_1_irrigation	345	Sugarbeet_1_irrigation	Sugarbeet_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalm_1_irrigation	346	Oilpalm_1_irrigation	Oilpalm_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Canola_1_irrigation	347	Canola_1_irrigation	Canola_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnuts_1_irrigation	348	Groundnuts_1_irrigation	Groundnuts_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_1_irrigation	349	Pulses_1_irrigation	Pulses_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Citrus_1_irrigation	350	Citrus_1_irrigation	Citrus_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Datepalm_1_irrigation	351	Datepalm_1_irrigation	Datepalm_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vine_1_irrigation	352	Vine_1_irrigation	Vine_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_1_irrigation	353	Cotton_1_irrigation	Cotton_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cocoa_1_irrigation	354	Cocoa_1_irrigation	Cocoa_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Coffee_1_irrigation	355	Coffee_1_irrigation	Coffee_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_perennial_1_irrigation	356	Others_perennial_1_irrigation	Others_perennial_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Fodder_grasses_1_irrigation	357	Fodder_grasses_1_irrigation	Fodder_grasses_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_1_irrigation	358	Others_annual_1_irrigation	Others_annual_1_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_2_irrigation	359	Others_annual_2_irrigation	Others_annual_2_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_3_irrigation	360	Others_annual_3_irrigation	Others_annual_3_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_4_irrigation	361	Others_annual_4_irrigation	Others_annual_4_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Others_annual_5_irrigation	362	Others_annual_5_irrigation	Others_annual_5_irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_netIrrigation	363	 Pasture Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_netIrrigation	364	 Banana Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_netIrrigation	365	 Barley Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_netIrrigation	366	 Cassava Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_netIrrigation	367	 Cotton Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_netIrrigation	368	 Crops NES Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_netIrrigation	369	 Fodder Crops Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_netIrrigation	370	 Groundnut Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_netIrrigation	371	 Maize Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_netIrrigation	372	 Millet Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_netIrrigation	373	 Oil Palm Fruit Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_netIrrigation	374	 Olives Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_netIrrigation	375	 Other Cereals Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_netIrrigation	376	 Potato and Sweet Potato Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_netIrrigation	377	 Pulses Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rapeseed_netIrrigation	378	 Rapeseed Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_netIrrigation	379	 Rice Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_netIrrigation	380	 Sorghum Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybean_netIrrigation	381	 Soybean Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Stimulants_netIrrigation	382	 Stimulants Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_netIrrigation	383	 Sugar Beet Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_netIrrigation	384	 Sugarcane Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_netIrrigation	385	 Sunflower Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Tobacco_netIrrigation	386	 Tobacco Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vegetables_netIrrigation	387	 Vegetables Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_netIrrigation	388	 Wheat Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Yamsandotherroots_netIrrigation	389	 Yams and Other Roots Net Irrigation	Irrigation	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_BW_ET	390	Irrigated Pasture Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_BW_ET	391	Irrigated Banana Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_BW_ET	392	Irrigated Barley Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_BW_ET	393	Irrigated Cassava Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_BW_ET	394	Irrigated Cotton Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_BW_ET	395	Irrigated Crops NES Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_BW_ET	396	Irrigated Fodder Crops Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_BW_ET	397	Irrigated Groundnut Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_BW_ET	398	Irrigated Maize Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_BW_ET	399	Irrigated Millet Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_BW_ET	400	Irrigated Oil Palm Fruit Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_BW_ET	401	Irrigated Olives Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_BW_ET	402	Irrigated Other Cereals Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_BW_ET	403	Irrigated Potato and Sweet Potato Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_BW_ET	404	Irrigated Pulses Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rapeseed_BW_ET	405	Irrigated Rapeseed Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_BW_ET	406	Irrigated Rice Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_BW_ET	407	Irrigated Sorghum Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybean_BW_ET	408	Irrigated Soybean Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Stimulants_BW_ET	409	Irrigated Stimulants Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarbeet_BW_ET	410	Irrigated Sugar Beet Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sugarcane_BW_ET	411	Irrigated Sugarcane Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sunflower_BW_ET	412	Irrigated Sunflower Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Tobacco_BW_ET	413	Irrigated Tobacco Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Vegetables_BW_ET	414	Irrigated Vegetables Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Wheat_BW_ET	415	Irrigated Wheat Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Yamsandotherroots_BW_ET	416	Irrigated Yams and Other Roots Blue Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
										
Pasture_GW_ET	417	Irrigated Pasture Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Banana_GW_ET	418	Irrigated Banana Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Barley_GW_ET	419	Irrigated Barley Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cassava_GW_ET	420	Irrigated Cassava Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Cotton_GW_ET	421	Irrigated Cotton Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
CropsNES_GW_ET	422	Irrigated Crops NES Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Foddercrops_GW_ET	423	Irrigated Fodder Crops Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Groundnut_GW_ET	424	Irrigated Groundnut Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Maize_GW_ET	425	Irrigated Maize Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Millet_GW_ET	426	Irrigated Millet Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Oilpalmfruit_GW_ET	427	Irrigated Oil Palm Fruit Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Olives_GW_ET	428	Irrigated Olives Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Othercereals_GW_ET	429	Irrigated Other Cereals Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
PotatoAndSweetpotato_GW_ET	430	Irrigated Potato and Sweet Potato Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Pulses_GW_ET	431	Irrigated Pulses Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rapeseed_GW_ET	432	Irrigated Rapeseed Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Rice_GW_ET	433	Irrigated Rice Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Sorghum_GW_ET	434	Irrigated Sorghum Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Soybean_GW_ET	435	Irrigated Soybean Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
Stimulants_GW_ET	436	Irrigated Stimulants Green Water Evapotranspiration	Evapotranspiration	['RainbowRB(0:20)', 'RainbowRB(0:100)', 'RainbowRB(0:500)']	['mm/day', 'mm/month', 'mm/year']	['mm/day', 'mm/day', 'mm/day']	['', 30, 365]	5:0		%.2f
